2019-04-17 20:57:29,b'Cold Storage Dairy &amp; Frozen Promotion 18 - 25 April 2019\nhttps://t.co/3RbosxMSWK\n\n#ColdStorage #Supermarket\xe2\x80\xa6 https://t.co/T3tl8cc5Q1'
2019-04-17 19:46:17,b'Why dont #yoghurt #companies make plain #chocolate flavoured #yogurt in SA?'
2019-04-17 11:02:23,b'French #Yoghurt Maker #Danone Sees Slight Rise in Sales Despite Boycott from #Morocco https://t.co/wx8svLbVqn'
2019-04-17 09:13:49,"b'Start right, yoghurt with chia seed, our granola and blueberries, high in iron - great for energy and keeping you f\xe2\x80\xa6 https://t.co/m5fOSCEOXG'"
2019-04-17 08:45:47,"b'Start right, yoghurt with chia seed, our granola and blueberries, high in iron - great for energy amd keeping you f\xe2\x80\xa6 https://t.co/XOVYKEgZKo'"
2019-04-17 07:01:32,b'How about delicious lunch this afternoon with yoghurt on the side? Call 0711 091 000 Now.  #easter #yummyfood\xe2\x80\xa6 https://t.co/tPtUTNztFd'
2019-04-17 05:20:51,"b'Are you Calcium Deficient? Pop a tab, drink milk or eat yoghurt\n\n#Calcium #yoghurt #Drink #Milk #Hospital\xe2\x80\xa6 https://t.co/nAucV5Zo5v'"
2019-04-16 19:54:31,"b""Tonight's #dinner is #tandoorichicken with #basmatirice with #mangochutney #mint and #coriander #yoghurt and a\xe2\x80\xa6 https://t.co/H4hBN7UozS"""
2019-04-16 17:30:41,"b'Their dainty, eco-friendly glass packaging and tropical burst of flavour makes these guys a brand to look out for!\xe2\x80\xa6 https://t.co/BI9EmSbZFF'"
2019-04-16 15:37:27,b'Vegan dinner tonite #falafel #homemade #peach #pearlcouscous #zuchini #harrissa #yoghurt #veggies #herbs https://t.co/djLdBtVXCo'
2019-04-16 14:45:42,b'Recipe Scene: Lemon Yoghurt Drizzle Cake https://t.co/gUUyPVPHkT #Cake #Cup #Lemon #yoghurt #Flour #DrizzleCake https://t.co/yWiioG2b5h'
